  PID  PPID  %CPU COMM
63272     1   0.0 /Library/Developer/PrivateFrameworks/CoreSimulator.framework/Versions/A/XPCServices/SimLaunchHost.arm64.xpc/Contents/MacOS/SimLaunchHost.arm64
63500     1   0.0 /usr/libexec/diskimagesiod
63690  2271   0.0 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/151.0.7922.169/Helpers/Google Chrome Helper.app/Contents/MacOS/Google Chrome Helper
63691  2271   0.0 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/151.0.7922.169/Helpers/Google Chrome Helper.app/Contents/MacOS/Google Chrome Helper
63805     1   0.0 /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
63861     1   4.8 /Applications/wpsoffice.app/Contents/MacOS/wpsoffice
63889     1   0.0 /System/Library/Frameworks/FinderSync.framework/Versions/A/XPCServices/IsExtensionEnabled.xpc/Contents/MacOS/IsExtensionEnabled
63912     1   0.0 /System/Library/PrivateFrameworks/SafariPlatformSupport.framework/Versions/A/XPCServices/com.apple.SafariPlatformSupport.Helper.xpc/Contents/MacOS/com.apple.SafariPlatformSupport.Helper
63913 63861   1.7 /Applications/wpsoffice.app/Contents/SharedSupport/wpsbackend.app/Contents/MacOS/wpsbackend
64692     1   0.0 /usr/libexec/diskimagesiod
65468     1   0.0 /System/Library/PrivateFrameworks/ContactsDonation.framework/Versions/A/Support/contactsdonationagent
65469     1   0.0 /System/Library/PrivateFrameworks/AvatarPersistence.framework/Support/avatarsd
66083 16795   0.0 /Applications/ChatGPT.app/Contents/Frameworks/Codex Framework.framework/Versions/152.0.7977.83/Helpers/Codex (Renderer).app/Contents/MacOS/Codex (Renderer)
66693     1   0.0 /System/Library/Frameworks/AppKit.framework/Versions/C/XPCServices/ThemeWidgetControlViewService.xpc/Contents/MacOS/ThemeWidgetControlViewService
66694     1   0.0 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
66695     1   0.0 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
66844     1   0.0 /System/Library/PrivateFrameworks/FileProviderDaemon.framework/XPCServices/FPCKService.xpc/Contents/MacOS/FPCKService
66906     1   0.0 /Applications/Amphetamine.app/Contents/MacOS/Amphetamine
71213  2271   0.0 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/151.0.7922.169/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer)
71615  2271   0.0 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/151.0.7922.169/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer)
71642 17113   0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node_repl
71643 17113   0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node
71644 17113   0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node
71645 17113   0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node
71687 71645   0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node_repl
72217 17113   0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node
72218 17113   0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node
72219 17113   0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node
72220 17113   0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node_repl
72263 72218   0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node_repl
75124     1   0.0 /System/Library/Frameworks/VideoToolbox.framework/Versions/A/XPCServices/VTDecoderXPCService.xpc/Contents/MacOS/VTDecoderXPCService
75125     1   0.0 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
75820 61843   0.0 /Applications/Wave.app/Contents/Frameworks/Wave Helper (Renderer).app/Contents/MacOS/Wave Helper (Renderer)
75822 61843   0.0 /Applications/Wave.app/Contents/Frameworks/Wave Helper (Renderer).app/Contents/MacOS/Wave Helper (Renderer)
76403 61843   0.0 /Applications/Wave.app/Contents/Frameworks/Wave Helper (Renderer).app/Contents/MacOS/Wave Helper (Renderer)
76672  2271   0.0 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/151.0.7922.169/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer)
78255 61843   0.0 /Applications/Wave.app/Contents/Frameworks/Wave Helper (Renderer).app/Contents/MacOS/Wave Helper (Renderer)
78820     1   0.0 /usr/libexec/biomesyncd
79009 61843   0.0 /Applications/Wave.app/Contents/Frameworks/Wave Helper (Renderer).app/Contents/MacOS/Wave Helper (Renderer)
80275 15041   0.0 /Applications/WeChat.app/Contents/MacOS/WeChatAppEx.app/Contents/Frameworks/WeChatAppEx Framework.framework/Versions/C/Helpers/WeApp.app/Contents/MacOS/WeApp
81138     1   0.0 /Applications/Xcode.app/Contents/SharedFrameworks/DVTKeychainService.framework/Versions/A/XPCServices/com.apple.dt.Xcode.KeychainService.xpc/Contents/MacOS/com.apple.dt.Xcode.KeychainService
81139     1   0.0 /Applications/Xcode.app/Contents/SharedFrameworks/DVTSourceControl.framework/Versions/A/XPCServices/com.apple.dt.Xcode.sourcecontrol.SSHHelper.xpc/Contents/MacOS/com.apple.dt.Xcode.sourcecontrol.SSHHelper
81143     1   0.0 /Applications/Xcode.app/Contents/PlugIns/IDEIntelligenceChat.framework/Versions/A/XPCServices/com.apple.dt.ExternalViewService.xpc/Contents/MacOS/com.apple.dt.ExternalViewService
81144     1   0.0 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
81145     1   0.0 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
81148     1   0.0 /Applications/Xcode.app/Contents/SharedFrameworks/SourceKit.framework/Versions/A/XPCServices/com.apple.dt.SKAgent.xpc/Contents/MacOS/com.apple.dt.SKAgent
81149     1   0.0 /Applications/Xcode.app/Contents/PlugIns/IDEIntelligenceChat.framework/Versions/A/XPCServices/com.apple.dt.ExternalModelService.xpc/Contents/MacOS/com.apple.dt.ExternalModelService
81152     1   0.0 /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
81153     1   0.0 /System/Library/ExtensionKit/Extensions/TGOnDeviceInferenceProviderService.appex/Contents/MacOS/TGOnDeviceInferenceProviderService
81156     1   0.0 /usr/sbin/distnoted
81157     1   0.0 /Applications/Xcode.app/Contents/SharedFrameworks/DVTSourceControl.framework/Versions/A/XPCServices/com.apple.dt.Xcode.sourcecontrol.WorkingCopyScanner.xpc/Contents/MacOS/com.apple.dt.Xcode.sourcecontrol.WorkingCopyScanner
81287     1   0.0 /System/Library/Frameworks/AppKit.framework/Versions/C/XPCServices/com.apple.appkit.xpc.openAndSavePanelService.xpc/Contents/MacOS/com.apple.appkit.xpc.openAndSavePanelService
81288     1   0.0 /System/Library/Frameworks/QuickLookUI.framework/Versions/A/XPCServices/QuickLookUIService.xpc/Contents/MacOS/QuickLookUIService
81521     1   0.0 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
81923     1   0.0 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
81931     1   0.0 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
81935     1   0.0 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
82666  2271   0.0 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/151.0.7922.169/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer)
83023 15041   0.0 /Applications/WeChat.app/Contents/MacOS/WeChatAppEx.app/Contents/Frameworks/WeChatAppEx Framework.framework/Versions/C/Helpers/WeChatAppEx Helper (Renderer).app/Contents/MacOS/WeChatAppEx Helper (Renderer)
85303     1   1.4 /Applications/Lark.app/Contents/MacOS/Feishu
85325 85303   0.0 /Applications/Lark.app/Contents/Frameworks/Lark Framework.framework/Versions/143.0.7499.203/Helpers/Lark Helper.app/Contents/MacOS/Lark Helper
85326 85303   0.0 /Applications/Lark.app/Contents/Frameworks/Lark Framework.framework/Versions/143.0.7499.203/Helpers/Lark Helper (GPU).app/Contents/MacOS/Lark Helper (GPU)
85327 85303   0.0 /Applications/Lark.app/Contents/Frameworks/Lark Framework.framework/Versions/143.0.7499.203/Helpers/Lark Helper.app/Contents/MacOS/Lark Helper
85334 85303   0.0 /Applications/Lark.app/Contents/Frameworks/Lark Framework.framework/Versions/143.0.7499.203/Helpers/Lark Helper.app/Contents/MacOS/Lark Helper
85339 85303   0.0 /Applications/Lark.app/Contents/Frameworks/Lark Framework.framework/Versions/143.0.7499.203/Helpers/Lark Helper.app/Contents/MacOS/Lark Helper
85345     1   0.0 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
85346     1   0.0 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
85348     1   0.0 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
85349     1   0.0 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
85364 85303   0.0 /Applications/Lark.app/Contents/Frameworks/Lark Framework.framework/Versions/143.0.7499.203/Helpers/Lark Helper (Renderer).app/Contents/MacOS/Lark Helper (Renderer)
85366     1   0.0 /System/Library/PrivateFrameworks/UniversalAccess.framework/Versions/A/Resources/universalAccessAuthWarn.app/Contents/MacOS/universalAccessAuthWarn
85384     1   0.0 /System/Library/Frameworks/VideoToolbox.framework/Versions/A/XPCServices/VTEncoderXPCService.xpc/Contents/MacOS/VTEncoderXPCService
85385 85303   0.0 /Applications/Lark.app/Contents/Frameworks/Lark Framework.framework/Versions/143.0.7499.203/Helpers/Lark Helper.app/Contents/MacOS/Lark Helper
85386     1   0.0 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
85416     1   0.0 /System/Library/PrivateFrameworks/SafariPlatformSupport.framework/Versions/A/XPCServices/com.apple.SafariPlatformSupport.Helper.xpc/Contents/MacOS/com.apple.SafariPlatformSupport.Helper
85575     1   0.0 /System/Library/Frameworks/AppKit.framework/Versions/C/XPCServices/com.apple.appkit.xpc.openAndSavePanelService.xpc/Contents/MacOS/com.apple.appkit.xpc.openAndSavePanelService
85576     1   0.0 /System/Library/Frameworks/QuickLookUI.framework/Versions/A/XPCServices/QuickLookUIService.xpc/Contents/MacOS/QuickLookUIService
85612     1   0.0 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
85940     1   0.0 /System/Library/CoreServices/KeyboardSetupAssistant.app/Contents/MacOS/KeyboardSetupAssistant
85941     1   0.0 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
85942     1   0.0 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
85948 15041   0.0 /Applications/WeChat.app/Contents/MacOS/WeChatAppEx.app/Contents/Frameworks/WeChatAppEx Framework.framework/Versions/C/Helpers/WeChatAppEx Helper (Renderer).app/Contents/MacOS/WeChatAppEx Helper (Renderer)
86064 61843   0.0 /Applications/Wave.app/Contents/Frameworks/Wave Helper (Renderer).app/Contents/MacOS/Wave Helper (Renderer)
86119     1   0.0 /System/Library/Frameworks/QuickLookUI.framework/Versions/A/PlugIns/QLPreviewGenerationExtension.appex/Contents/MacOS/QLPreviewGenerationExtension
86224     1   0.0 /System/Library/Frameworks/AppKit.framework/Versions/C/XPCServices/com.apple.appkit.xpc.openAndSavePanelService.xpc/Contents/MacOS/com.apple.appkit.xpc.openAndSavePanelService
86225     1   0.0 /System/Library/Frameworks/QuickLookUI.framework/Versions/A/XPCServices/QuickLookUIService.xpc/Contents/MacOS/QuickLookUIService
86265     1   0.0 /System/Library/Frameworks/ApplicationServices.framework/Versions/A/Frameworks/SpeechSynthesis.framework/Versions/A/XPCServices/SpeechSynthesisServerXPC.xpc/Contents/MacOS/SpeechSynthesisServerXPC
86281  2271   0.0 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/151.0.7922.169/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer)
87318     1   0.0 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared
87351     1   0.0 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared
87378     1   0.0 /System/Library/PrivateFrameworks/CoreParsec.framework/parsec-fbf
87389 17113   0.0 /bin/bash
87390 87389   0.0 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/Resources/Python.app/Contents/MacOS/Python
87400     1   0.0 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared
87401     1   0.0 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared
87402     1   0.0 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared
87403     1   0.0 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared
87404     1   0.0 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared
87406     1   0.0 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared
87407     1   0.0 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared
87408     1   0.0 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared
87545     1   0.0 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared
87546     1   0.0 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared
87547     1   0.0 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared
87548     1   0.0 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared
87549     1   0.0 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared
87565     1   0.0 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared
87590     1   0.0 /System/Library/PrivateFrameworks/UniversalAccess.framework/Versions/A/Resources/AXVisualSupportAgent.app/Contents/MacOS/AXVisualSupportAgent
87610     1   0.0 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared
87687  1667   0.0 <defunct>
87691 87390   0.0 ps
88128 85303   0.0 /Applications/Lark.app/Contents/Frameworks/Lark Framework.framework/Versions/143.0.7499.203/Helpers/Lark Helper (Renderer).app/Contents/MacOS/Lark Helper (Renderer)
90762 17113   0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node
90763 17113   0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node
90764 17113   0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node_repl
90765 17113   0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node
90766 90762   0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node_repl
91330     1   0.0 /usr/sbin/cfprefsd
91376     1   0.0 /usr/libexec/PerfPowerServices
93457     1   0.0 /System/Library/Frameworks/Speech.framework/Versions/A/XPCServices/localspeechrecognition.xpc/Contents/MacOS/localspeechrecognition
95971     1   0.0 /Applications/ChatGPT.app/Contents/Frameworks/Sparkle.framework/Versions/B/Autoupdate
95972     1   0.0 /Users/wangweiyang/Library/Caches/com.openai.codex/org.sparkle-project.Sparkle/Launcher/qRhg1WKVt/Updater.app/Contents/MacOS/Updater
95991  2271   0.0 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/151.0.7922.169/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer)
97240  2271   0.0 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/151.0.7922.169/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer)
97597     1   0.0 /usr/libexec/syspolicyd
97625     1   0.0 /System/Library/PrivateFrameworks/XprotectFramework.framework/Versions/A/XPCServices/XprotectService.xpc/Contents/MacOS/XprotectService
97702     1   0.0 /System/Library/PrivateFrameworks/CloudTelemetry.framework/Versions/A/XPCServices/CloudTelemetryService.xpc/Contents/MacOS/CloudTelemetryService
97703     1   0.0 /System/Library/PrivateFrameworks/XprotectFramework.framework/Versions/A/XPCServices/XProtectBridgeService.xpc/Contents/MacOS/XProtectBridgeService
99555     1   1.4 /usr/sbin/bluetoothd
99741     1   0.0 /System/Library/PrivateFrameworks/IntelligencePlatformCompute.framework/Versions/A/XPCServices/IntelligencePlatformComputeService.xpc/Contents/MacOS/IntelligencePlatformComputeService
99787     1   0.0 /usr/sbin/netbiosd
99820     1   0.0 /System/Library/DriverExtensions/IOUserBluetoothSerialDriver.dext/IOUserBluetoothSerialDriver
61868 61850   0.0 /bin/bash
62192 61868   0.0 node
62193 62192   0.0 /Users/wangweiyang/.nvm/versions/node/v22.14.0/lib/node_modules/@openai/codex/node_modules/@openai/codex-darwin-arm64/vendor/aarch64-apple-darwin/bin/codex
62482 62193   0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node_repl
62749 62193   0.0 /Users/wangweiyang/.nvm/versions/node/v22.14.0/lib/node_modules/@openai/codex/node_modules/@openai/codex-darwin-arm64/vendor/aarch64-apple-darwin/bin/codex-code-mode-host
 6656 70657   0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node_repl
57643 61850   0.0 /bin/bash
70656 57643   0.0 node
70657 70656   0.0 /Users/wangweiyang/.nvm/versions/node/v22.14.0/lib/node_modules/@openai/codex/node_modules/@openai/codex-darwin-arm64/vendor/aarch64-apple-darwin/bin/codex
72192 70657   0.0 /Users/wangweiyang/.nvm/versions/node/v22.14.0/lib/node_modules/@openai/codex/node_modules/@openai/codex-darwin-arm64/vendor/aarch64-apple-darwin/bin/codex-code-mode-host
19994 58774   0.0 /Users/wangweiyang/.nvm/versions/node/v22.14.0/lib/node_modules/@openai/codex/node_modules/@openai/codex-darwin-arm64/vendor/aarch64-apple-darwin/bin/codex-code-mode-host
49041 59106   0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node
49042 59106   0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node
49044 59106   0.0 /Applications/ChatGPT.app/Contents/Resources/codex
58773 85793   0.0 node
58774 58773   0.0 /Users/wangweiyang/.nvm/versions/node/v22.14.0/lib/node_modules/@openai/codex/node_modules/@openai/codex-darwin-arm64/vendor/aarch64-apple-darwin/bin/codex
59103 58774   0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node
59104 58774   0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node_repl
59106 59103   0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node_repl
85793 61850   0.0 /bin/bash
39395 39394   0.0 bash
39674 39395   0.0 /bin/bash
39675 39395   0.0 tee
87644 39674   0.0 sleep
40500 39394   0.0 bash
40786 40500   0.0 caffeinate
87537 40500   0.0 sleep
48920 61850   0.0 /bin/bash
57064 84202   0.0 node
57066 57064   0.0 /Users/wangweiyang/.nvm/versions/node/v22.14.0/lib/node_modules/@openai/codex/node_modules/@openai/codex-darwin-arm64/vendor/aarch64-apple-darwin/bin/codex
57297 57066   0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node_repl
58095 57066   0.0 /Users/wangweiyang/.nvm/versions/node/v22.14.0/lib/node_modules/@openai/codex/node_modules/@openai/codex-darwin-arm64/vendor/aarch64-apple-darwin/bin/codex-code-mode-host
84202 61850   0.0 /bin/bash
54130 61850   0.0 /bin/bash
75548 61850   0.0 /bin/bash
48924 61850   0.0 /bin/bash
48930 61850   0.0 /bin/bash
49823 61850   0.0 /bin/bash
50104 61850   0.0 /bin/bash
75830 61850   0.0 /bin/bash
76132 61850   0.0 /bin/bash
76429 61850   0.0 /bin/bash
76434 61850   0.0 /bin/bash
77982 61850   0.0 /bin/bash
91243 77982   0.0 node
91244 91243   0.0 /Users/wangweiyang/.nvm/versions/node/v22.14.0/lib/node_modules/@openai/codex/node_modules/@openai/codex-darwin-arm64/vendor/aarch64-apple-darwin/bin/codex
91532 91244   0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node_repl
91533 91244   0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node
91534 91533   0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node_repl
92324 91244   0.0 /Users/wangweiyang/.nvm/versions/node/v22.14.0/lib/node_modules/@openai/codex/node_modules/@openai/codex-darwin-arm64/vendor/aarch64-apple-darwin/bin/codex-code-mode-host
94318 91534   0.0 /Applications/ChatGPT.app/Contents/Resources/codex
